"name"	"node"	"seed"	"weight"	"priority"	"rank"	"description"
"ACTA2"	1	1	3.91063649058626	0.0037496792285691	43	"actin, alpha 2, smooth muscle, aorta"
"ICAM4"	1	1	3.70558375010669	0.00369529689391823	44	"intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)"
"SETD1A"	1	1	3.78815669942307	0.00365350936421689	45	"SET domain containing 1A"
"ZC3H12C"	0	1	3.8269335086317	0.00365133289448175	46	"zinc finger CCCH-type containing 12C"
"IER3"	1	1	3.82119161999172	0.00364721268755217	47	"immediate early response 3"
"FAM118A"	1	1	3.52076371768556	0.00358315930240599	48	"family with sequence similarity 118 member A"
"VKORC1"	1	1	3.71957032684544	0.00357243510828964	49	"vitamin K epoxide reductase complex subunit 1"
"ABCF1"	1	1	3.732405882751	0.00357044784067726	50	"ATP binding cassette subfamily F member 1"
"PSORS1C1"	0	1	3.69523455063572	0.00352567700408932	51	"psoriasis susceptibility 1 candidate 1"
"LST1"	0	1	3.68553071413968	0.00351641843261931	52	"leukocyte specific transcript 1"
"HLA-B"	1	1	3.33333333333333	0.00351487249104582	53	"major histocompatibility complex, class I, B"
"HLA-C"	1	1	3.33333333333333	0.00350872222509631	54	"major histocompatibility complex, class I, C"
"GPR65"	1	1	3.56085389114468	0.00341222573081137	55	"G protein-coupled receptor 65"
"STX4"	1	1	3.48225190431678	0.0033936227851803	56	"syntaxin 4"
"REL"	1	1	3.43628972023885	0.00333577707370064	57	"REL proto-oncogene, NF-kB subunit"
"IL12B"	1	1	3.33333333333333	0.00327267698238129	58	"interleukin 12B"
"TNFAIP3"	1	1	3.33333333333333	0.00326479316705148	59	"TNF alpha induced protein 3"
"IFIH1"	1	1	3.37002261290667	0.00324118984048877	60	"interferon induced with helicase C domain 1"
"POU5F1"	1	1	3.33333333333333	0.00323797949783703	61	"POU class 5 homeobox 1"
"TNIP1"	1	1	3.33333333333333	0.00323237203561844	62	"TNFAIP3 interacting protein 1"
"IFNGR1"	1	1	3.31257189903684	0.00323013832039048	63	"interferon gamma receptor 1"
"C1orf106"	1	1	3.33333333333333	0.00321779426416362	64	"chromosome 1 open reading frame 106"
"RUNX3"	1	1	3.33333333333333	0.003212237212594	65	"runt related transcription factor 3"
"UBLCP1"	1	1	3.33333333333333	0.00320729034468463	66	"ubiquitin like domain containing CTD phosphatase 1"
"CCHCR1"	1	1	3.33333333333333	0.00319359471887132	67	"coiled-coil alpha-helical rod protein 1"
"TRAF3IP2"	1	1	3.33333333333333	0.00319002210516266	68	"TRAF3 interacting protein 2"
"KCNH7"	1	1	3.33333333333333	0.00318603886959324	69	"potassium voltage-gated channel subfamily H member 7"
"RAVER1"	1	1	3.33333333333333	0.00318242891877316	70	"ribonucleoprotein, PTB binding 1"
"HCP5"	0	1	3.33333333333333	0.00318038179153632	71	"HLA complex P5 (non-protein coding)"
"MROH3P"	0	1	3.33333333333333	0.00318038179153632	71	"maestro heat like repeat family member 3, pseudogene"
"PSORS1C3"	0	1	3.33333333333333	0.00318038179153632	71	"psoriasis susceptibility 1 candidate 3 (non-protein coding)"
"TCF19"	0	1	3.33333333333333	0.00318038179153632	71	"transcription factor 19"
"PAN2"	1	1	3.32153935541258	0.0031802066085675	75	"PAN2 poly(A) specific ribonuclease subunit"
"MICB"	0	1	3.33213344133333	0.00317923695713574	76	"MHC class I polypeptide-related sequence B"
"ARMC5"	0	1	3.29041009735482	0.00313942810809436	77	"armadillo repeat containing 5"
"CHD1"	1	1	3.24337025090414	0.00313893899236007	78	"chromodomain helicase DNA binding protein 1"
"ZNF668"	1	1	3.2650212578255	0.0031172042828805	79	"zinc finger protein 668"
"RNU6-402P"	0	1	3.24337025090414	0.00309454670675584	80	"RNA, U6 small nuclear 402, pseudogene"
"FDX1L"	1	1	3.19754512133333	0.00306500064358404	81	"ferredoxin 1 like"
"LCE3C"	1	1	1.69266253333333	0.003018008942999	82	"late cornified envelope 3C"
"QTRT1"	1	1	3.07394959044369	0.0029514209781983	83	"queuine tRNA-ribosyltransferase catalytic subunit 1"
"ANXA6"	1	1	3.07865960533333	0.00294635750130429	84	"annexin A6"
"DEF8"	0	1	3.06482395319948	0.002924193088506	85	"differentially expressed in FDCP 8 homolog"
"ILF3"	1	1	2.97887276182676	0.00291185334758387	86	"interleukin enhancer binding factor 3"
"ARHGAP24"	1	1	3.00167396757298	0.00286706158854441	87	"Rho GTPase activating protein 24"
"SPNS1"	0	1	3.00256155930801	0.00286478763335703	88	"sphingolipid transporter 1 (putative)"
"DAZL"	1	1	2.96556668188278	0.0028451042840669	89	"deleted in azoospermia like"
"ZNF672"	0	1	2.97063344053783	0.00283432455108462	90	"zinc finger protein 672"
"SARNP"	1	1	2.89919052747009	0.00283380851386727	91	"SAP domain containing ribonucleoprotein"
"DHX30"	1	1	2.90291714535082	0.0028257926523012	92	"DExH-box helicase 30"
"PLEKHG6"	1	1	2.94564755427861	0.00281300549764971	93	"pleckstrin homology and RhoGEF domain containing G6"
"TOM1"	1	1	2.93253588963645	0.00280329004519685	94	"target of myb1 membrane trafficking protein"
"ORMDL2"	1	1	2.89919052747009	0.00278788614503055	95	"ORMDL sphingolipid biosynthesis regulator 2"
"SCNN1A"	1	1	2.88682517390721	0.002764846406508	96	"sodium channel epithelial 1 alpha subunit"
"TOMM22"	1	1	2.84856768360456	0.002731091209234	97	"translocase of outer mitochondrial membrane 22"
"HCG27"	0	1	2.85737551416689	0.00272626351705143	98	"HLA complex group 27 (non-protein coding)"
"APOF"	1	1	2.8320343628649	0.00270782556142065	99	"apolipoprotein F"
"MFSD4B"	0	1	2.83268014677715	0.00270270130801694	100	"major facilitator superfamily domain containing 4B"
"CSNK2A1"	1	1	2.79684384985559	0.00270249873428113	101	"casein kinase 2 alpha 1"
"DNM2"	1	1	2.78605081510374	0.00269975331755504	102	"dynamin 2"
"RMI2"	1	1	2.8181062828193	0.00269386420383928	103	"RecQ mediated genome instability 2"
"IL23A"	1	1	2.7074725477375	0.00268520402407068	104	"interleukin 23 subunit alpha"
"NOS2"	1	1	2.72681869539095	0.00267626094070295	105	"nitric oxide synthase 2"
"SSRP1"	1	1	2.76213989719577	0.00267527872962142	106	"structure specific recognition protein 1"
"NENF"	1	1	2.78391289141835	0.00266998225899733	107	"neudesin neurotrophic factor"
"RPL41"	1	1	2.76485663842994	0.00266052072101952	108	"ribosomal protein L41"
"PA2G4"	1	1	2.76485663842994	0.00264791188912816	109	"proliferation-associated 2G4"
"SPATA2"	1	1	2.7220503253558	0.0026288526984199	110	"spermatogenesis associated 2"
"XRCC6"	1	1	2.70406474196719	0.00262138512089914	111	"X-ray repair cross complementing 6"
"CS"	1	1	2.7074725477375	0.00261405396508987	112	"citrate synthase"
"COQ10A"	1	1	2.7074725477375	0.00259843076828087	113	"coenzyme Q10A"
"PARD6B"	1	1	2.68957969716032	0.00259176830959255	114	"par-6 family cell polarity regulator beta"
"KAT8"	1	1	2.67278403271148	0.00256870851342486	115	"lysine acetyltransferase 8"
"ZNF20"	0	1	2.69061488471625	0.00256715477621645	116	"zinc finger protein 20"
"SLC9A8"	1	1	2.67706708923408	0.00256615771688015	117	"solute carrier family 9 member A8"
"ZFP57"	0	1	2.67205906313857	0.00254945039709465	118	"ZFP57 zinc finger protein"
"HCG26"	0	1	2.66960602133333	0.00254710991424728	119	"HLA complex group 26 (non-protein coding)"
"ZNF646"	0	1	2.64792168611457	0.00252642057477988	120	"zinc finger protein 646"
"KAT14"	1	1	2.60719671142688	0.00250886367473608	121	"lysine acetyltransferase 14"
"PRSS8"	1	1	2.61410249687779	0.0025084856289247	122	"protease, serine 8"
"PSORS1C2"	0	1	2.627414508	0.00250685437801847	123	"psoriasis susceptibility 1 candidate 2"
"LAMB3"	1	1	2.58951108299759	0.00249826478428978	124	"laminin subunit beta 3"
"PRSS36"	0	1	2.61410249687779	0.00249415319468393	125	"protease, serine 36"
"ANKRD52"	1	1	2.58436106351933	0.00247362421744259	126	"ankyrin repeat domain 52"
"RNU7-40P"	0	1	2.57986413214421	0.00246148587315273	127	"RNA, U7 small nuclear 40 pseudogene"
"NPEPPS"	1	1	2.56969182077732	0.00246102186076775	128	"aminopeptidase puromycin sensitive"
"TBKBP1"	1	1	2.55677877553033	0.00245799939029323	129	"TBK1 binding protein 1"
"IL1R2"	1	1	2.55686636386983	0.00245408244898035	130	"interleukin 1 receptor type 2"
"SQSTM1"	1	1	2.5261239607754	0.00244977665720088	131	"sequestosome 1"
"HCG22"	0	1	2.55710246533333	0.00243976863595163	132	"HLA complex group 22"
"KPNB1"	1	1	2.52952978199831	0.00243130922964342	133	"karyopherin subunit beta 1"
"DDR1"	1	1	2.50436093504462	0.00239383268651265	134	"discoidin domain receptor tyrosine kinase 1"
"LRPAP1"	1	1	2.35361086117485	0.00234024769357198	135	"LDL receptor related protein associated protein 1"
"BCKDK"	1	1	2.43231172076783	0.00232654449943115	136	"branched chain ketoacid dehydrogenase kinase"
"PUS10"	1	1	2.41449226390629	0.00231741584425865	137	"pseudouridylate synthase 10"
"IL13"	1	1	2.33333334057157	0.00230388741145804	138	"interleukin 13"
"ZGLP1"	1	1	2.409806892	0.00230216393188848	139	"zinc finger, GATA-like protein 1"
"ZNF267"	1	1	2.39619723734487	0.00229425156647105	140	"zinc finger protein 267"
"TTC37"	1	1	2.35569440371732	0.00227985783479579	141	"tetratricopeptide repeat domain 37"
"SLC39A5"	1	1	2.35433535147574	0.00226377698723268	142	"solute carrier family 39 member 5"
"ARSK"	1	1	2.35569440371732	0.00226238805750028	143	"arylsulfatase family member K"
"NABP2"	1	1	2.35433535147574	0.00225651061788584	144	"nucleic acid binding protein 2"
"PLAU"	1	1	2.27209969862454	0.00224859960470916	145	"plasminogen activator, urokinase"
"RALGAPA1"	1	1	2.20502215120792	0.00220242340440405	146	"Ral GTPase activating protein catalytic alpha subunit 1"
"PRSS53"	0	1	2.28375746372553	0.00217896619617535	147	"protease, serine 53"
"EFCAB13"	1	1	2.22304344246336	0.0021566431027439	148	"EF-hand calcium binding domain 13"
"PSMG1"	1	1	2.22554663395529	0.00213295038952867	149	"proteasome assembly chaperone 1"
"NPIPB7"	0	1	2.22742191359767	0.00212521562882251	150	"nuclear pore complex interacting protein family member B7"
"MRPL45P2"	0	1	2.22304344246336	0.00212103806586141	151	"mitochondrial ribosomal protein L45 pseudogene 2"
"RPS24"	1	1	2.18852264434507	0.00211812633992771	152	"ribosomal protein S24"
"HLA-DPB1"	1	1	2.1257312581532	0.00211068294800645	153	"major histocompatibility complex, class II, DP beta 1"
"POLR3A"	1	1	2.18852264434507	0.00210709874674018	154	"RNA polymerase III subunit A"
"CDC37"	1	1	2.18332954133333	0.00210194673382657	155	"cell division cycle 37"
"FBXL19"	1	1	2.17844655460771	0.00208822970609452	156	"F-box and leucine rich repeat protein 19"
"DDX59"	1	1	2.17775149267662	0.00208640394678399	157	"DEAD-box helicase 59"
"CAMK2G"	1	1	2.13264667679558	0.00206544550521087	158	"calcium/calmodulin dependent protein kinase II gamma"
"FBXL19-AS1"	0	1	2.15977674114891	0.0020606743864001	159	"FBXL19 antisense RNA 1 (head to head)"
"SLC16A10"	1	1	2.11893568244433	0.00203812233517109	160	"solute carrier family 16 member 10"
"MMP19"	1	1	2.10780174043022	0.00203565089498524	161	"matrix metallopeptidase 19"
"MIR638"	0	1	2.12895070094654	0.00203126281331066	162	"microRNA 638"
"ORAI3"	1	1	2.0950995470097	0.0020107695529794	163	"ORAI calcium release-activated calcium modulator 3"
"CTF1"	1	1	2.00808519019404	0.0019991017310029	164	"cardiotrophin 1"
"CACNA1S"	1	1	2.04012909425714	0.00197811438141218	165	"calcium voltage-gated channel subunit alpha1 S"
"CDSN"	0	1	2.05191392416484	0.00195776090466411	166	"corneodesmosin"
"FLOT1"	1	1	2.03949841728133	0.00194772827005082	167	"flotillin 1"
"ICAM3"	1	1	1.84789864533333	0.00193488424493296	168	"intercellular adhesion molecule 3"
"HMX3"	1	1	1.95878467660463	0.00190568032002865	169	"H6 family homeobox 3"
"CUEDC2"	1	1	1.96631516461027	0.00187888373881162	170	"CUE domain containing 2"
"SOCS1"	1	1	1.86825324188778	0.00186869696188774	171	"suppressor of cytokine signaling 1"
"CLN3"	1	1	1.91605915943305	0.00185980867148009	172	"CLN3, battenin"
"SKIV2L"	1	1	1.88382063120927	0.00185121640770297	173	"Ski2 like RNA helicase"
"TIMELESS"	1	1	1.92462601944479	0.00184172240465218	174	"timeless circadian clock"
"GPR35"	1	1	1.89678995142959	0.00182427468869474	175	"G protein-coupled receptor 35"
"S1PR5"	1	1	1.89844930899046	0.00181353344728402	176	"sphingosine-1-phosphate receptor 5"
"NAT9"	1	1	1.88362921532788	0.001803040954259	177	"N-acetyltransferase 9 (putative)"
"GALC"	1	1	1.87341769950841	0.00179521402988881	178	"galactosylceramidase"
"NIPAL3"	0	1	1.86614022322055	0.00178051151591525	179	"NIPA like domain containing 3"
"STPG1"	0	1	1.86614022322055	0.00178051151591525	179	"sperm tail PG-rich repeat containing 1"
"HLA-DQA1"	1	1	1.73312180509338	0.00177609683159555	181	"major histocompatibility complex, class II, DQ alpha 1"
"TRIM56"	1	1	1.85474012175673	0.0017739404607581	182	"tripartite motif containing 56"
"SLF2"	0	1	1.85383540442594	0.00176877130942249	183	"SMC5-SMC6 complex localization factor 2"
"FKBPL"	1	1	1.83925760108927	0.00175628515401074	184	"FK506 binding protein like"
"ITGB3"	1	1	1.75625181140586	0.00172512676708339	185	"integrin subunit beta 3"
"RPS6KA1"	1	1	1.7971552502834	0.00172290135418012	186	"ribosomal protein S6 kinase A1"
"SPRYD4"	0	1	1.7894153589238	0.00170730720750501	187	"SPRY domain containing 4"
"HLA-E"	1	1	1.77420844580465	0.00170485092779946	188	"major histocompatibility complex, class I, E"
"MCCD1"	0	1	1.73752405829518	0.00165779696320748	189	"mitochondrial coiled-coil domain 1"
"TRIM40"	0	1	1.73366905014323	0.00165411884388768	190	"tripartite motif containing 40"
"RNF41"	1	1	1.69357102811844	0.00162811530786777	191	"ring finger protein 41"
"HLA-DRB5"	0	1	1.7056830353688	0.0016274169803458	192	"major histocompatibility complex, class II, DR beta 5"
"HLA-DRB6"	0	1	1.7056830353688	0.0016274169803458	192	"major histocompatibility complex, class II, DR beta 6 (pseudogene)"
"TINF2"	1	1	1.68186178530859	0.00162002906325928	194	"TERF1 interacting nuclear factor 2"
"IL18RAP"	1	1	1.61111280689223	0.00158493673120568	195	"interleukin 18 receptor accessory protein"
"NKX2-3"	1	1	1.63487307747632	0.0015664004550108	196	"NK2 homeobox 3"
"GTF2H4"	1	1	1.62192008962473	0.00155178288093202	197	"general transcription factor IIH subunit 4"
"KIAA0391"	1	1	1.6144351685819	0.00155034651789067	198	"KIAA0391"
"ZC3H10"	1	1	1.57875336276729	0.0015483245984284	199	"zinc finger CCCH-type containing 10"
"APOBR"	0	1	1.61427530483502	0.00154020353580721	200	"apolipoprotein B receptor"
"MDC1"	1	1	1.59234478958134	0.00152958496495024	201	"mediator of DNA damage checkpoint 1"
"TNP2"	1	1	1.42961486796715	0.00152313084423816	202	"transition protein 2"
"ESYT1"	1	1	1.57875336276729	0.00150721810179923	203	"extended synaptotagmin 1"
"PRR14"	1	1	1.57603603566667	0.00150478415851122	204	"proline rich 14"
"WDR83"	1	1	1.53162325040292	0.00149359311952518	205	"WD repeat domain 83"
"ERBB3"	1	1	1.48685323797488	0.00148782976029485	206	"erb-b2 receptor tyrosine kinase 3"
"ILF3-AS1"	0	1	1.55448998497408	0.00148316149300114	207	"ILF3 antisense RNA 1 (head to head)"
"CDC123"	1	1	1.52969915594747	0.00147408037045272	208	"cell division cycle 123"
"ITGAX"	1	1	1.42400602070376	0.00145946156983228	209	"integrin subunit alpha X"
"TRIM26"	1	1	1.52299915211934	0.00145581625526751	210	"tripartite motif containing 26"
"TAP2"	0	1	1.5236114527195	0.00145369983648159	211	"transporter 2, ATP binding cassette subfamily B member"
"ERN1"	1	1	1.42645088121272	0.00140517505074882	212	"endoplasmic reticulum to nucleus signaling 1"
"ITGA4"	1	1	1.422278670387	0.00139012760688457	213	"integrin subunit alpha 4"
"HLA-DQB1"	1	1	1.31166947074458	0.00137265727206814	214	"major histocompatibility complex, class II, DQ beta 1"
"C10orf55"	1	1	1.39422851104475	0.00135201215404297	215	"chromosome 10 open reading frame 55"
"RPL15P4"	0	1	1.40001992496184	0.00133577936314101	216	"ribosomal protein L15 pseudogene 4"
"ITGAD"	1	1	1.31928685618332	0.00133294531808005	217	"integrin subunit alpha D"
"MBD2"	1	1	1.38540939070064	0.00133037575891378	218	"methyl-CpG binding domain protein 2"
"SNORA37"	0	1	1.38540939070064	0.00132183924000233	219	"small nucleolar RNA, H/ACA box 37"
"C6orf136"	0	1	1.36914563267393	0.00130632175203529	220	"chromosome 6 open reading frame 136"
"FAP"	1	1	1.3632565094429	0.00130622057003322	221	"fibroblast activation protein alpha"
"B3GNT2"	1	1	1.36273206452195	0.00130430692804628	222	"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
"SPATA7"	1	1	1.36039845376504	0.00130284336780114	223	"spermatogenesis associated 7"
"APOM"	0	1	1.36448594251224	0.00130187587391196	224	"apolipoprotein M"
"NELFE"	1	1	1.33516815953855	0.00130125889893141	225	"negative elongation factor complex member E"
"RGMB"	1	1	1.35437108549688	0.00129787955300007	226	"repulsive guidance molecule family member b"
"IL27"	1	1	1.27300179663417	0.0012955222706734	227	"interleukin 27"
"RGMB-AS1"	0	1	1.35437108549688	0.00129222514178927	228	"RGMB antisense RNA 1"
"PRM3"	1	1	1.13310712695584	0.00127636869709103	229	"protamine 3"
"BCL7C"	1	1	1.31397572274982	0.00126053194064383	230	"BCL tumor suppressor 7C"
"DDX58"	1	1	1.25954008731989	0.00125876536556134	231	"DExD/H-box helicase 58"
"IL4"	1	1	1.2289632815457	0.00125558850803721	232	"interleukin 4"
"SNAI1"	1	1	1.27244825208804	0.00125421440363707	233	"snail family transcriptional repressor 1"
"HLA-DQB1-AS1"	0	1	1.31166947074458	0.00125148291038104	234	"HLA-DQB1 antisense RNA 1"
"SNX6"	1	1	1.30184803582933	0.00124865397325298	235	"sorting nexin 6"
"MIR762"	0	1	1.30798855535676	0.00124797089549836	236	"microRNA 762"
"ATP6V1G2-DDX39B"	0	1	1.30025064533333	0.00124058804305545	237	"ATP6V1G2-DDX39B readthrough (NMD candidate)"
"PTTG1"	1	1	1.28416379070519	0.00123461591736558	238	"pituitary tumor-transforming 1"
"SLU7"	1	1	1.28416379070519	0.00123172057214878	239	"SLU7 homolog, splicing factor"
"LTBR"	1	1	1.2583610096126	0.00122798790312207	240	"lymphotoxin beta receptor"
"RAB5A"	1	1	1.24221555830605	0.00121427888578001	241	"RAB5A, member RAS oncogene family"
"TMED1"	1	1	1.2582317379433	0.00121339206785852	242	"transmembrane p24 trafficking protein 1"
"MIR1181"	0	1	1.26216982252429	0.00120425457641487	243	"microRNA 1181"
"SLC44A2"	1	1	1.25125490703032	0.00120320883250084	244	"solute carrier family 44 member 2"
"VAMP1"	1	1	1.20827036293506	0.00120306536451096	245	"vesicle associated membrane protein 1"
"FGF8"	1	1	1.25286540184377	0.00120288226647861	246	"fibroblast growth factor 8"
"ICAM2"	1	1	1.02829518481225	0.00118683646160578	247	"intercellular adhesion molecule 2"
"RAB5B"	1	1	1.23253461112367	0.00118366374460956	248	"RAB5B, member RAS oncogene family"
"DPCR1"	0	1	1.23564225694704	0.00117894424045416	249	"diffuse panbronchiolitis critical region 1"
"GLRX"	1	1	1.22281934450635	0.00117125038578067	250	"glutaredoxin"
"SDHAF2"	1	1	1.20334710490785	0.00116696615884174	251	"succinate dehydrogenase complex assembly factor 2"
"GTF2A1"	1	1	1.21194912976697	0.00116341828474017	252	"general transcription factor IIA subunit 1"
"RNU1-73P"	0	1	1.20839254430484	0.00115294489348061	253	"RNA, U1 small nuclear 73, pseudogene"
"SLC22A5"	1	1	1.16175635497548	0.00115004024444895	254	"solute carrier family 22 member 5"
"SGF29"	1	1	1.16968168325019	0.00114857484653372	255	"SAGA complex associated factor 29"
"EXOC1"	1	1	1.17221333473975	0.00114440689102641	256	"exocyst complex component 1"
"ICAM5"	1	1	1.17881434133333	0.0011426821137177	257	"intercellular adhesion molecule 5"
"PRM2"	1	1	1.01550503076142	0.00113767073469344	258	"protamine 2"
"MIR3714"	0	1	1.16658332094232	0.00111305410567048	259	"microRNA 3714"
"RAD50"	1	1	1.10126100341623	0.00110342319216282	260	"RAD50 double strand break repair protein"
"EXOC2"	1	1	1.12558357710257	0.00110129441606106	261	"exocyst complex component 2"
"DGCR14"	1	1	1.13831029340438	0.00109544638489115	262	"DiGeorge syndrome critical region gene 14"
"NFKB1"	1	1	1.0124307948573	0.00107780713638772	263	"nuclear factor kappa B subunit 1"
"CD27"	1	1	1.12024750160869	0.00107572239751283	264	"CD27 molecule"
"GOSR2"	1	1	1.08618357072663	0.00106708660318995	265	"golgi SNAP receptor complex member 2"
"KRI1"	1	1	1.10810359985289	0.0010642986688239	266	"KRI1 homolog"
"RBMS2"	1	1	1.10252718344663	0.00105404689564238	267	"RNA binding motif single stranded interacting protein 2"
"IFNLR1"	1	1	1.02335025845242	0.00104614587211853	268	"interferon lambda receptor 1"
"TMEM39A"	1	0	0	0.00103237292520218	269	"transmembrane protein 39A"
"ATF6B"	1	1	1.04993985962749	0.00102424707936365	270	"activating transcription factor 6 beta"
"HLA-DOB"	1	1	0.958354219010583	0.00101962123059818	271	"major histocompatibility complex, class II, DO beta"
"CAPN10"	0	1	1.06302160472647	0.00101424436670454	272	"calpain 10"
"DEXI"	0	1	1.0622342043635	0.00101349309657142	273	"Dexi homolog"
"SCPEP1"	0	1	1.06183302043735	0.00101311032115529	274	"serine carboxypeptidase 1"
"ANXA11"	1	1	1.05220288847427	0.00101302929008485	275	"annexin A11"
"C2"	1	1	1.0365522702342	0.00100720419962703	276	"complement C2"
"UBE2Z"	1	1	1.04990872569867	0.00100472631557596	277	"ubiquitin conjugating enzyme E2 Z"
"LINC00857"	0	1	1.05220288847427	0.00100392207225165	278	"long intergenic non-protein coding RNA 857"
"ITGAL"	1	1	0.900946790236434	0.000997247940100585	279	"integrin subunit alpha L"
"COA7"	1	1	1.02621348000502	0.00098342542385547	280	"cytochrome c oxidase assembly factor 7 (putative)"
"DDAH2"	1	1	1.01534028920069	0.00096939823623985	281	"dimethylarginine dimethylaminohydrolase 2"
"FCGR2A"	1	1	0.986464533441026	0.000963272495453699	282	"Fc fragment of IgG receptor IIa"
"GPANK1"	0	1	0.9963583681255	0.000950640003549355	283	"G-patch domain and ankyrin repeats 1"
"KIF14"	1	1	0.985544238655808	0.000942036218583804	284	"kinesin family member 14"
"MIER1"	1	1	0.983417031711983	0.0009404175475007	285	"MIER1 transcriptional regulator"
"SEL1L"	1	1	0.948021624041898	0.00091808899819151	286	"SEL1L ERAD E3 ligase adaptor subunit"
"CD74"	1	1	0.732026180647975	0.000915659962659797	287	"CD74 molecule"
"PRM1"	1	1	0.778081994412135	0.000902848996595905	288	"protamine 1"
"ANTXR2"	1	1	0.939967688395489	0.000900590891986504	289	"anthrax toxin receptor 2"
"FAM118B"	1	0	0	0.00089578982560557	290	"family with sequence similarity 118 member B"
"SULT1A1"	1	1	0.851559733620619	0.000892524564998478	291	"sulfotransferase family 1A member 1"
"SRCAP"	1	1	0.922199820757556	0.000886745924411001	292	"Snf2 related CREBBP activator protein"
"SHE"	0	1	0.924358533333333	0.000881943914479366	293	"Src homology 2 domain containing E"
"SNORA30"	0	1	0.922199820757556	0.000879884255428618	294	"small nucleolar RNA, H/ACA box 30"
