Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
GO Molecular Function	GO:0005496	steroid binding	15	0.001649989	1	0.4056773	31.75253	0.06298711	2	0.008998158	0.2857143	11	0.001214534	1	0.4072001	38.06118	0.05254698	2	79	0.1666667	0.02531646	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Molecular Function	GO:0004064	arylesterase activity	16	0.001660453	1	0.3827344	601.8168	0.001661635	1	0.0002373765	0.1428571	17	0.002658174	1	0.5766674	375.8542	0.002660606	1	4	0.08333333	0.25	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0034186	apolipoprotein A-I binding	17	0.002274489	1	0.4934303	439.2305	0.002276709	1	0.0003252441	0.1428571	15	0.001994238	1	0.4903166	501.1389	0.001995455	1	3	0.08333333	0.3333333	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0042288	MHC class I protein binding	18	0.002369235	1	0.4854299	421.6485	0.002371644	1	0.0003388063	0.1428571	22	0.009275296	1	1	107.3869	0.009312122	1	14	0.08333333	0.07142857	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0032393	MHC class I receptor activity	19	0.002523945	1	0.489911	395.7764	0.002526679	1	0.0003609542	0.1428571	19	0.004647552	1	0.9021143	214.7738	0.004656061	1	7	0.08333333	0.1428571	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0031210	phosphatidylcholine binding	20	0.004141948	1	0.7637752	241.0034	0.004149319	1	0.0005927599	0.1428571	20	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr16:55993161-57993161	CETP
GO Molecular Function	GO:0005543	phospholipid binding	21	0.006900754	1	1	6.9127	0.4339839	3	0.06199769	0.4285714	18	0.003994281	1	0.8183838	8.913538	0.3365667	3	506	0.25	0.005928854	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Molecular Function	GO:0042287	MHC protein binding	22	0.007403177	1	1	134.648	0.007426774	1	0.001060968	0.1428571	24	0.01388331	1	1	71.59127	0.01396818	1	21	0.08333333	0.04761905	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0008157	protein phosphatase 1 binding	23	0.008093082	1	1	123.1331	0.008121294	1	0.001160185	0.1428571	20	0.005971782	1	1	167.0463	0.005986364	1	9	0.08333333	0.1111111	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0034185	apolipoprotein binding	24	0.0111639	1	1	89.14493	0.01121769	1	0.001602527	0.1428571	23	0.01059388	1	1	93.96354	0.01064243	1	16	0.08333333	0.0625	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0050997	quaternary ammonium group binding	25	0.01593621	1	1	62.32028	0.01604614	1	0.002292306	0.1428571	25	0.01519627	1	1	65.36594	0.01529849	1	23	0.08333333	0.04347826	chr16:55993161-57993161	CETP
GO Molecular Function	GO:0003823	antigen binding	26	0.01602169	1	1	61.98552	0.0161328	1	0.002304686	0.1428571	29	0.03663009	1	1	26.84673	0.03724849	1	56	0.08333333	0.01785714	chr19:53793830-55793830	LILRA3
GO Molecular Function	GO:0019905	syntaxin binding	27	0.02864614	1	1	34.47778	0.02900419	1	0.004143456	0.1428571	26	0.02629192	1	1	37.58542	0.02660606	1	40	0.08333333	0.025	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0000149	SNARE binding	28	0.03447212	1	1	28.57752	0.03499254	1	0.004998934	0.1428571	27	0.03341027	1	1	29.47876	0.03392273	1	51	0.08333333	0.01960784	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0052689	carboxylic ester hydrolase activity	29	0.0451302	1	1	21.72577	0.04602829	1	0.00657547	0.1428571	31	0.05826542	1	1	16.70463	0.05986364	1	90	0.08333333	0.01111111	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0004252	serine-type endopeptidase activity	30	0.05527069	1	1	17.65956	0.05662656	1	0.008089508	0.1428571	35	0.09657525	1	1	9.890899	0.101103	1	152	0.08333333	0.006578947	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0019903	protein phosphatase binding	31	0.07012973	1	1	13.82478	0.07233388	1	0.01033341	0.1428571	30	0.05700519	1	1	17.08428	0.05853334	1	88	0.08333333	0.01136364	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0050839	cell adhesion molecule binding	32	0.07516793	1	1	12.8686	0.07770855	1	0.01110122	0.1428571	28	0.03534334	1	1	27.84105	0.03591819	1	54	0.08333333	0.01851852	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0008236	serine-type peptidase activity	33	0.07622954	1	1	12.68323	0.07884427	1	0.01126347	0.1428571	38	0.1086251	1	1	8.740795	0.1144061	1	172	0.08333333	0.005813953	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0017171	serine hydrolase activity	34	0.07715443	1	1	12.52589	0.07983462	1	0.01140495	0.1428571	39	0.1104198	1	1	8.590952	0.1164015	1	175	0.08333333	0.005714286	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0043168	anion binding	35	0.07808691	1	1	2.215623	1.805361	4	0.2579088	0.5714286	34	0.09405109	1	1	2.20685	1.812538	4	2725	0.3333333	0.00146789	chr16:55993161-57993161,chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1,PSKH1
GO Molecular Function	GO:0019902	phosphatase binding	36	0.09694368	1	1	9.878374	0.1012312	1	0.01446161	0.1428571	33	0.08253345	1	1	11.65439	0.08580456	1	129	0.08333333	0.007751938	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0031267	small GTPase binding	37	0.1104442	1	1	8.61622	0.1160602	1	0.01658003	0.1428571	36	0.1008096	1	1	9.455451	0.1057591	1	159	0.08333333	0.006289308	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0051020	GTPase binding	38	0.1157501	1	1	8.200694	0.1219409	1	0.01742013	0.1428571	37	0.1080261	1	1	8.79191	0.1137409	1	171	0.08333333	0.005847953	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0022892	substrate-specific transporter activity	39	0.1313151	1	1	3.090259	0.6471949	2	0.09245642	0.2857143	40	0.1300669	1	1	3.148517	0.6352198	2	955	0.1666667	0.002094241	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Molecular Function	GO:0008509	anion transmembrane transporter activity	40	0.1369064	1	1	6.863674	0.1456946	1	0.02081351	0.1428571	41	0.1456257	1	1	6.397518	0.1563106	1	235	0.08333333	0.004255319	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016787	hydrolase activity	41	0.1421271	1	1	2.18061	1.375762	3	0.1965374	0.4285714	47	0.2079299	1	1	1.876925	1.598359	3	2403	0.25	0.001248439	chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CTRL,PON1
GO Molecular Function	GO:0004888	transmembrane signaling receptor activity	42	0.1601247	1	1	2.742819	0.7291768	2	0.1041681	0.2857143	44	0.1831658	1	1	2.546006	0.785544	2	1181	0.1666667	0.00169348	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Molecular Function	GO:0005215	transporter activity	43	0.1724095	1	1	2.621478	0.7629285	2	0.1089898	0.2857143	45	0.1838964	1	1	2.539555	0.7875395	2	1184	0.1666667	0.001689189	chr16:55993161-57993161,chr9:106661742-108661742	ABCA1,CETP
GO Molecular Function	GO:0016791	phosphatase activity	44	0.1766922	1	1	5.215128	0.1917499	1	0.02739284	0.1428571	42	0.1593469	1	1	5.804698	0.1722743	1	259	0.08333333	0.003861004	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0019899	enzyme binding	45	0.1899269	1	1	2.468862	0.8100899	2	0.1157271	0.2857143	43	0.1804918	1	1	2.569943	0.7782274	2	1170	0.1666667	0.001709402	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Molecular Function	GO:0004175	endopeptidase activity	46	0.1900403	1	1	4.816277	0.2076292	1	0.02966132	0.1428571	50	0.2223346	1	1	4.019831	0.2487667	1	374	0.08333333	0.002673797	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0038023	signaling receptor activity	47	0.1955585	1	1	2.424114	0.8250437	2	0.1178634	0.2857143	46	0.2065479	1	1	2.356452	0.8487334	2	1276	0.1666667	0.001567398	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Molecular Function	GO:0016887	ATPase activity	48	0.1976388	1	1	4.613202	0.2167692	1	0.03096702	0.1428571	49	0.2133044	1	1	4.211251	0.2374591	1	357	0.08333333	0.00280112	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0036094	small molecule binding	49	0.2006576	1	1	1.874232	1.600655	3	0.2286651	0.4285714	51	0.2379182	1	1	1.757012	1.707444	3	2567	0.25	0.001168679	chr16:55993161-57993161,chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,CETP,PSKH1
GO Molecular Function	GO:0042578	phosphoric ester hydrolase activity	50	0.2428118	1	1	3.667169	0.2726899	1	0.03895571	0.1428571	48	0.2117009	1	1	4.24694	0.2354637	1	354	0.08333333	0.002824859	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0005488	binding	51	0.2432004	1	1	1.223825	5.719771	7	0.8171102	1	75	0.4165637	1	1	1.111447	8.097556	9	12174	0.75	0.0007392804	chr16:55993161-57993161,chr16:66940350-68940350,chr19:53793830-55793830,chr20:43551855-45551855,chr7:93953895-95953895,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,LILRA3,LILRB2,NIPSNAP3A,PBX3,PLTP,PON1,PSKH1
GO Molecular Function	GO:0005524	ATP binding	52	0.2490215	1	1	2.076122	0.9633345	2	0.1376192	0.2857143	53	0.2554702	1	1	2.045465	0.9777729	2	1470	0.1666667	0.001360544	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0004872	receptor activity	53	0.2500124	1	1	2.070716	0.9658497	2	0.1379785	0.2857143	32	0.07062928	1	1	3.022956	0.9924062	3	1492	0.25	0.002010724	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRA3,LILRB2
GO Molecular Function	GO:0032559	adenyl ribonucleotide binding	54	0.2630237	1	1	2.002475	0.9987639	2	0.1426806	0.2857143	54	0.2636366	1	1	2.001886	0.9990577	2	1502	0.1666667	0.001331558	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0030554	adenyl nucleotide binding	55	0.2643325	1	1	1.99588	1.002064	2	0.143152	0.2857143	55	0.2674703	1	1	1.982092	1.009035	2	1517	0.1666667	0.001318392	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0004674	protein serine/threonine kinase activity	56	0.2779747	1	1	3.142338	0.3182343	1	0.04546205	0.1428571	52	0.2539605	1	1	3.45613	0.2893409	1	435	0.08333333	0.002298851	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0004871	signal transducer activity	57	0.2870416	1	1	1.888441	1.059075	2	0.1512964	0.2857143	56	0.2851394	1	1	1.89586	1.05493	2	1586	0.1666667	0.001261034	chr19:53793830-55793830,chr9:106661742-108661742	ABCA1,LILRB2
GO Molecular Function	GO:0070011	peptidase activity, acting on L-amino acid peptides	58	0.2962973	1	1	2.917791	0.342725	1	0.04896072	0.1428571	57	0.3226028	1	1	2.610098	0.3831273	1	576	0.08333333	0.001736111	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0008233	peptidase activity	59	0.3136404	1	1	2.729145	0.3664152	1	0.05234503	0.1428571	60	0.3364389	1	1	2.480886	0.4030819	1	606	0.08333333	0.001650165	chr16:66940350-68940350	CTRL
GO Molecular Function	GO:0035639	purine ribonucleoside triphosphate binding	60	0.3233394	1	1	1.739759	1.149585	2	0.1642264	0.2857143	61	0.3417505	1	1	1.663992	1.201929	2	1807	0.1666667	0.001106807	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0032550	purine ribonucleoside binding	61	0.325774	1	1	1.730638	1.155643	2	0.1650919	0.2857143	62	0.3440462	1	1	1.655745	1.207915	2	1816	0.1666667	0.001101322	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0001883	purine nucleoside binding	62	0.3260532	1	1	1.729598	1.156338	2	0.1651911	0.2857143	63	0.3448111	1	1	1.653014	1.209911	2	1819	0.1666667	0.001099505	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0032549	ribonucleoside binding	63	0.3263222	1	1	1.728598	1.157007	2	0.1652867	0.2857143	64	0.345066	1	1	1.652106	1.210576	2	1820	0.1666667	0.001098901	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0001882	nucleoside binding	64	0.3278096	1	1	1.723086	1.160708	2	0.1658155	0.2857143	65	0.3476145	1	1	1.643078	1.217227	2	1830	0.1666667	0.001092896	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0032555	purine ribonucleotide binding	65	0.3378874	1	1	1.686644	1.185786	2	0.1693981	0.2857143	66	0.3514338	1	1	1.62972	1.227205	2	1845	0.1666667	0.001084011	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0017076	purine nucleotide binding	66	0.3399169	1	1	1.67949	1.190837	2	0.1701196	0.2857143	68	0.3557571	1	1	1.614841	1.238512	2	1862	0.1666667	0.001074114	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0032553	ribonucleotide binding	67	0.3420171	1	1	1.67215	1.196065	2	0.1708664	0.2857143	67	0.3549946	1	1	1.617447	1.236517	2	1859	0.1666667	0.001075847	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0097159	organic cyclic compound binding	68	0.3547578	1	1	1.321588	3.026662	4	0.4323803	0.5714286	89	0.5007842	1	1	1.119238	3.57386	4	5373	0.3333333	0.0007444631	chr16:55993161-57993161,chr16:66940350-68940350,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,CETP,PBX3,PSKH1
GO Molecular Function	GO:0042803	protein homodimerization activity	69	0.3599719	1	1	2.313118	0.432317	1	0.06175957	0.1428571	58	0.3230683	1	1	2.605575	0.3837925	1	577	0.08333333	0.001733102	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0017111	nucleoside-triphosphatase activity	70	0.3698729	1	1	2.237495	0.4469283	1	0.0638469	0.1428571	73	0.4038884	1	1	1.97558	0.5061804	1	761	0.08333333	0.00131406	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016462	pyrophosphatase activity	71	0.3849341	1	1	2.129759	0.4695367	1	0.06707668	0.1428571	76	0.4194351	1	1	1.881623	0.5314561	1	799	0.08333333	0.001251564	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	72	0.3859476	1	1	2.122804	0.4710752	1	0.06729645	0.1428571	77	0.4206465	1	1	1.874584	0.5334516	1	802	0.08333333	0.001246883	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016817	hydrolase activity, acting on acid anhydrides	73	0.3866047	1	1	2.118314	0.4720736	1	0.06743909	0.1428571	78	0.4226604	1	1	1.86297	0.5367773	1	807	0.08333333	0.001239157	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016788	hydrolase activity, acting on ester bonds	74	0.3873254	1	1	2.113405	0.47317	1	0.06759571	0.1428571	72	0.4026449	1	1	1.983399	0.5041849	1	758	0.08333333	0.001319261	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0004672	protein kinase activity	75	0.3876382	1	1	2.111281	0.473646	1	0.06766371	0.1428571	59	0.3304754	1	1	2.535273	0.3944349	1	593	0.08333333	0.001686341	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0097367	carbohydrate derivative binding	76	0.4222466	1	1	1.431266	1.397364	2	0.1996235	0.2857143	79	0.4250981	1	1	1.405719	1.422759	2	2139	0.1666667	0.0009350164	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0016773	phosphotransferase activity, alcohol group as acceptor	77	0.4288575	1	1	1.857724	0.5382931	1	0.07689902	0.1428571	71	0.381567	1	1	2.12347	0.4709273	1	708	0.08333333	0.001412429	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0000166	nucleotide binding	78	0.4453728	1	1	1.373173	1.45648	2	0.2080686	0.2857143	84	0.4676676	1	1	1.298848	1.539826	2	2315	0.1666667	0.0008639309	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:1901265	nucleoside phosphate binding	79	0.4456357	1	1	1.372536	1.457157	2	0.2081652	0.2857143	85	0.4679054	1	1	1.298287	1.540491	2	2316	0.1666667	0.0008635579	chr16:66940350-68940350,chr9:106661742-108661742	ABCA1,PSKH1
GO Molecular Function	GO:0015075	ion transmembrane transporter activity	80	0.4473364	1	1	1.758761	0.568582	1	0.081226	0.1428571	74	0.4055427	1	1	1.965251	0.508841	1	765	0.08333333	0.00130719	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0005509	calcium ion binding	81	0.4574036	1	1	1.708087	0.5854504	1	0.08363577	0.1428571	69	0.3694677	1	1	2.210907	0.4523031	1	680	0.08333333	0.001470588	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0005515	protein binding	82	0.4600355	1	1	1.155469	4.327246	5	0.6181781	0.7142857	82	0.4540161	1	1	1.127985	5.319217	6	7997	0.5	0.0007502814	chr16:66940350-68940350,chr19:53793830-55793830,chr7:93953895-95953895,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,LILRB2,NIPSNAP3A,PBX3,PON1,PSKH1
GO Molecular Function	GO:0022891	substrate-specific transmembrane transporter activity	83	0.4623049	1	1	1.684182	0.5937602	1	0.08482288	0.1428571	80	0.4294596	1	1	1.824535	0.5480849	1	824	0.08333333	0.001213592	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0016301	kinase activity	84	0.4719271	1	1	1.638634	0.6102646	1	0.08718065	0.1428571	81	0.4314454	1	1	1.81353	0.5514107	1	829	0.08333333	0.001206273	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0022857	transmembrane transporter activity	85	0.4899907	1	1	1.557737	0.6419567	1	0.0917081	0.1428571	83	0.461614	1	1	1.657571	0.6032925	1	907	0.08333333	0.001102536	chr9:106661742-108661742	ABCA1
GO Molecular Function	GO:0043565	sequence-specific DNA binding	86	0.4968312	1	1	1.528562	0.6542098	1	0.09345854	0.1428571	70	0.3768393	1	1	2.156982	0.4636107	1	697	0.08333333	0.00143472	chr9:127807910-129807910	PBX3
GO Molecular Function	GO:0016772	transferase activity, transferring phosphorus-containing groups	87	0.5063886	1	1	1.489046	0.6715708	1	0.09593868	0.1428571	87	0.485264	1	1	1.548318	0.6458622	1	971	0.08333333	0.001029866	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0042802	identical protein binding	88	0.5142174	1	1	1.457709	0.686008	1	0.09800114	0.1428571	86	0.4838142	1	1	1.554723	0.6432016	1	967	0.08333333	0.001034126	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0043167	ion binding	89	0.520789	1	1	1.121532	3.566549	4	0.509507	0.5714286	94	0.6101985	1	1	0.9966302	4.013525	4	6034	0.3333333	0.0006629102	chr16:55993161-57993161,chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1,PSKH1
GO Molecular Function	GO:0046983	protein dimerization activity	90	0.5359527	1	1	1.375209	0.7271619	1	0.1038803	0.1428571	88	0.4910257	1	1	1.523219	0.6565046	1	987	0.08333333	0.001013171	chr7:93953895-95953895	PON1
GO Molecular Function	GO:0005102	receptor binding	91	0.5960166	1	1	1.176258	0.8501538	1	0.1214505	0.1428571	93	0.5641708	1	1	1.246614	0.8021728	1	1206	0.08333333	0.0008291874	chr19:53793830-55793830	LILRB2
GO Molecular Function	GO:0003700	sequence-specific DNA binding transcription factor activity	92	0.6206099	1	1	1.104865	0.9050877	1	0.1292982	0.1428571	90	0.5076107	1	1	1.453981	0.6877668	1	1034	0.08333333	0.000967118	chr9:127807910-129807910	PBX3
GO Molecular Function	GO:0001071	nucleic acid binding transcription factor activity	93	0.6224446	1	1	1.099739	0.909307	1	0.129901	0.1428571	91	0.5079581	1	1	1.452576	0.6884319	1	1035	0.08333333	0.0009661836	chr9:127807910-129807910	PBX3
GO Molecular Function	GO:1901363	heterocyclic compound binding	94	0.6382276	1	1	1.002758	2.991748	3	0.4273925	0.4285714	96	0.7320618	1	1	0.8509906	3.525303	3	5300	0.25	0.0005660377	chr16:66940350-68940350,chr9:106661742-108661742,chr9:127807910-129807910	ABCA1,PBX3,PSKH1
GO Molecular Function	GO:0003824	catalytic activity	95	0.6561911	1	1	0.9825205	3.053371	3	0.4361959	0.4285714	92	0.521423	1	1	1.094588	3.654343	4	5494	0.3333333	0.000728067	chr16:66940350-68940350,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CTRL,PON1,PSKH1
GO Molecular Function	GO:0016740	transferase activity	96	0.7452251	1	1	0.8050808	1.242111	1	0.1774445	0.1428571	95	0.7267129	1	1	0.8135372	1.2292	1	1848	0.08333333	0.0005411255	chr16:66940350-68940350	PSKH1
GO Molecular Function	GO:0043169	cation binding	97	0.783837	1	1	0.7923059	2.524278	2	0.3606111	0.2857143	97	0.7857982	1	1	0.7461125	2.680561	2	4030	0.1666667	0.0004962779	chr16:55993161-57993161,chr7:93953895-95953895	CETP,PON1
GO Molecular Function	GO:0003677	DNA binding	98	0.8197015	1	1	0.6580621	1.519613	1	0.2170876	0.1428571	98	0.8171343	1	1	0.6314224	1.583726	1	2381	0.08333333	0.0004199916	chr9:127807910-129807910	PBX3
GO Molecular Function	GO:0003676	nucleic acid binding	99	0.9037121	1	1	0.5026766	1.989351	1	0.284193	0.1428571	99	0.9182626	1	1	0.4425719	2.25952	1	3397	0.08333333	0.0002943774	chr9:127807910-129807910	PBX3
GO Molecular Function	GO:0046872	metal ion binding	100	0.9524365	1	1	0.4049249	2.469594	1	0.3527991	0.1428571	100	0.9491201	1	1	0.3792676	2.636661	1	3964	0.08333333	0.0002522704	chr7:93953895-95953895	PON1
GO Biological Process	GO:0010874	regulation of cholesterol efflux	1	1.35575e-07	0.001415403	0.001415403	272.4599	0.01101079	3	0.001572971	0.4285714	1	1.520888e-07	0.001587807	0.001587807	265.3088	0.01130758	3	17	0.25	0.1764706	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
GO Biological Process	GO:0032374	regulation of cholesterol transport	2	4.308021e-07	0.004497574	0.002248787	185.1886	0.0161997	3	0.002314243	0.4285714	2	1.103141e-06	0.01151679	0.005758396	140.9453	0.02128485	3	32	0.25	0.09375	chr16:55993161-57993161,chr7:93953895-95953895,chr9:106661742-108661742	ABCA1,CETP,PON1
